word	TextCount	TextLength
sa?ga?ik?r?massa	1	16
sa?ga?ik?r?mat?	3	15
sa?ga?ik?r?mata?	5	16
sa?ga?ik?r?mo	5	13
sa?ga?ik?ratassa	1	16
sa?ga?ik?rato	5	13
sa?ga?ik?ya	7	11
sa?ga?ike	1	9
sa?gantum	2	9
sa?gantu?	1	9
sa?gar?	1	7
sa?gara?	9	8
sa?garan	7	8
sa?garapariccheda?	1	18
sa?garatth?	2	11
sa?garatth?ya	1	13
sa?garessa	1	10
sa?garitv?	2	10
sa?garo	3	7
sa?gata	1	7
sa?gatallesa?	1	13
sa?gata?	1	8
sa?gathit?	1	10
sa?gati	16	7
sa?g?ti	1	7
sa?gatibh?v?	1	12
sa?g?tiko	1	9
sa?gatisa	1	9
sa?g?tiso	1	9
sa?gatisu	2	9
sa?gat?su	1	9
sa?gatiy?	2	9
sa?gato	2	7
sa?gattheram	1	12
sa?gaty?	2	8
sa?g?y?ma	1	9
sa?g?yantehi	1	12
sa?g?yeyy?ma	1	12
sa?g?yeyy?m?	1	12
Sa?gayha	2	8
sa?gayha	1	8
sa?gayhakanti	1	13
sa?g?yiss?ma	1	12
sa?g?yiss?m?	1	12
sa?g?yissant?ti	2	15
sa?g?yitabba?	4	13
sa?g?yitu?	5	10
SA?GH	8	5
Sa?gh	3	5
sa?gh	5	5
Sa?gha	3	6
sa?gha	12	6
Sa?gh?	1	6
sa?gh?	23	6
sa?gh?acch?dana?	1	16
sa?ghabhattam	1	13
sa?ghabhatta?	12	13
sa?ghabhatt?ni	2	14
sa?ghabhatte	1	12
Sa?ghabhedak?	2	13
sa?ghabhedak?	7	13
sa?ghabhedakacatuttho	1	21
Sa?ghabhedakaj?take	1	19
Sa?ghabhedakakkhandhake	1	23
sa?ghabhedaka?	1	14
sa?ghabhedakammassa	1	19
sa?ghabhedak?pi	2	15
sa?ghabhedakassa	8	16
sa?ghabhedakavaggo	1	18
sa?ghabhedakkhandhaka?	1	22
Sa?ghabhedako	10	13
sa?ghabhedako	21	13
sa?ghabhedakupajjh?yena	1	23
sa?ghabheda?	6	12
sa?ghabhedasa?gh?disesa?	1	24
sa?ghabhed?vas?ne	1	17
sa?ghabhed?ya	19	13
Sa?ghabhedo	1	11
sa?ghabhedo	37	11
sa?ghabhinno	1	12
sa?ghacchi	1	10
Sa?gh?d	8	7
sa?gh?dhin?	1	11
sa?gh?dh?n?	3	11
sa?gh?dh?no	1	11
sa?gh?di	2	8
Samghadisesa	1	12
Sa?ghâdisesa	1	12
SA?GH?DISESA	61	12
Sa?gh?disesa	3	12
sa?gh?disesa	1	12
sa?gh?dises?	113	12
sa?gh?disesadi??hi	3	18
sa?gh?disesadi??hino	9	20
sa?gh?disesag?m?	1	16
sa?gh?disesa?	46	13
sa?gh?disesan	29	13
sa?gh?dises?na?	5	15
sa?gh?dises?ni	5	14
sa?gh?dises?p	6	13
sa?gh?dises?patti	2	17
sa?gh?dises?pattikkhandena	1	26
sa?gh?dises?pattikkhandhena	5	27
sa?gh?dises?pattikkhandho	3	25
sa?gh?dises?pattipucch?	1	23
sa?gh?disesassa	180	15
sa?gh?disesass?	4	15
sa?gh?disese	19	12
sa?gh?disesehi	1	14
sa?gh?disesena	46	14
sa?gh?disesen?	1	14
sa?gh?diseso	129	12
sa?gh?disessa	1	13
sa?ghagarahino	1	14
sa?ghagaru	2	10
sa?ghagarukena	1	14
Sa?ghagat?	2	10
sa?ghagat?	8	10
sa?ghagata?	1	11
sa?ghagat?ya	1	12
sa?ghagato	9	10
sa?ghah?t?	1	10
sa?ghah?to	1	10
sa?ghakammaga?akamma??h?nesu	1	28
sa?ghakamma?	30	12
sa?ghakara??yena	1	16
sa?ghakaritv?	1	13
sa?gh?kiseso	1	12
sa?ghal?bhassa	1	14
sa?gham	1	7
Sa?gha?	7	7
sa?gha?	431	7
sa?ghamagga?	2	12
sa?ghamajjh?	1	12
sa?ghamajjham	5	13
sa?ghamajjha?	4	13
sa?ghamajjhamhi	2	15
sa?ghamajjhe	103	12
sa?gham?mako	2	12
sa?gham?mik?	1	12
sa?ghamh?	7	9
sa?ghamhi	3	9
sa?ghan	1	7
Sa?ghañ	4	7
sa?ghañ	20	7
sa?gh?na?	1	9
sa?ghan?n?kara?a?	6	17
sa?ghan?n?kara?an	5	17
sa?ghanavak?	1	12
Sa?ghanavakabhikkhun?	1	21
sa?ghanavaka?	2	13
sa?ghanavako	2	12
sa?gha?i	1	8
sa?gh??i	1	8
sa?gh??i?	10	9
Sa?gh?nussati	2	13
sa?gh?nussati	3	13
Sa?gh?nussatikamma??h?na?	1	25
sa?gh?nussatiy?	2	15
sa?ghapa?isa?yutta?	1	19
sa?ghapatto	2	11
sa?ghaph?su	6	11
sa?ghaph?sut?ya	10	15
sa?ghappatto	4	12
sa?ghar?	1	8
sa?ghar?ji	25	10
sa?ghar?j?ti	2	12
Sa?gharakkhit?	1	14
Sa?gharakkhita?	2	15
Sa?gharakkhitathero	1	19
Sa?gharakkhito	2	14
sa?ghara?	1	9
sa?gh?r?ma?	10	11
sa?gh?r?mamhi	1	13
sa?gh?r?massa	1	13
sa?gh?r?me	1	10
sa?gh?r?mo	1	10
sa?gharanti	2	11
sa?gharant?ti	1	13
sa?gharanto	1	11
sa?ghare	3	8
sa?ghar?ti	1	10
sa?gharitva	1	11
sa?gharitv?	16	11
sa?gharitv?na	1	13
sa?ghas	1	7
sa?ghas?magg?	8	13
sa?ghas?maggi?	12	14
sa?ghas?magg?ti	5	15
sa?ghas?maggiy?	4	15
sa?ghas?maggiyo	3	15
sa?ghasammukhat?	14	16
sa?ghasammuti	1	13
sa?ghasamodh?na	1	15
sa?ghasannip?tesu	1	17
Sa?ghasmi?	1	10
sa?ghasmi?	2	10
sa?ghass	4	8
samghassa	1	9
Sa?ghassa	34	9
sa?ghassa	566	9
sa?ghass?	1	9
sa?ghass?ti	1	11
sa?ghasupa?ipatti?	1	18
sa?ghasu??hu	6	12
sa?ghasu??hut?ya	15	16
sa?gha??	1	8
sa?gh?t?	2	8
sa?gh??a	1	8
sa?gh?taka?	1	11
sa?gh?tam	1	9
sa?gh?ta?	13	9
sa?gh??amatthake	1	16
sa?gh?tanika?	2	13
sa?gh?taniya?	6	13
sa?gh??asa?gha?ito	1	18
sa?gh??e	1	8
sa?gh??ehi	1	10
sa?gh?tenti	1	11
sa?gh??enti	1	11
sa?gh??etv?	2	11
sa?ghathero	1	11
sa?gha?i	1	8
sa?gh??i	23	8
sa?gh???	9	8
sa?gh??ic?ra?	4	13
sa?gh??ika	1	10
sa?gh??ika?	1	11
sa?gh??ika??agaha?am	1	20
sa?gh??ika??agaha?a?	2	20
sa?gh??ika??añce	1	16
sa?gh??ika??ena	1	15
sa?gh??ika??o	1	13
sa?gh???khuramu??abhikkhabhoj?	1	30
sa?gh??im	1	9
sa?gh??i?	34	9
sa?gh??iñ	2	9
sa?gh??ipallatthik?ya	4	21
sa?gh??ip?rut?	6	14
sa?gh??ip?ruta?	1	15
sa?gh??ip?ruto	4	14
sa?gh??ipattac?varadh?rane	1	26
sa?gh??ipattac?varadh?ra?e	3	26
sa?gh??ipattac?varadharo	1	24
sa?gh??iraj?pav?bane	1	20
sa?gh??iraj?pav?hana?	1	21
Sa?gh??iv?s?	1	12
sa?gh??iya	1	10
sa?gh??iy?	15	10
sa?gh??iyo	11	10
sa?ghato	7	8
Sa?gh?to	2	8
sa?gha??am?n?ni	1	15
sa?gha??anato	1	13
sa?gha??anavalayam	1	18
sa?gha??anti	1	12
sa?gha??assa	1	12
sa?gha??atora?a?	1	16
sa?gha??ent?ni	1	14
samgha??enti	1	12
sa?gha??enti	2	12
sa?gha??ento	2	12
sa?ghatthera?	2	13
sa?ghattherapaccekabuddho	1	25
sa?ghatthero	1	12
sa?gha??it?	1	11
sa?gha??o	1	9
sa?ghavavatth?na?	6	17
sa?ghavevacan?ni	1	16
Sa?ghe	69	6
sa?ghe	141	6
sa?ghena	404	8
sa?ghen?	4	8
sa?ghen?ti	7	10
sa?ghi	1	6
sa?gh?	22	6
sa?gh?ga??bh?t?	2	15
sa?gh?ga??bh?te	1	15
sa?ghik?	11	8
sa?ghika?	45	9
sa?ghikañ	2	9
sa?ghik?ni	10	10
sa?ghikasaññ?	10	13
sa?ghik?ya	2	10
sa?ghike	34	8
sa?ghikena	14	10
sa?ghiken?	2	10
sa?ghiko	8	8
sa?gh?na?	1	9
sa?ghino	6	8
Sa?gho	49	6
sa?gho	1122	6
samghoja	1	8
sa?ghupa??h?haka?	2	17
sa?ghupa??h?k?	1	14
sa?ghupa??h?ko	1	14
sa?ghupa??h?na?	1	15
sa?ghupa??h?nena	1	16
sa?ghu?he	5	9
sa?ghu??hañ	1	11
sa?ghu??he	1	10
sa?gi	1	5
sa?giddh?	1	9
SA?GII	1	6
sa?g?t?	1	7
sa?g?ta?	1	8
sa?g?t?ni	1	9
sa?g?te	1	7
Sa?g?ti	1	7
sa?g?ti	5	7
sa?g?tig?th?	1	12
Sa?g?tik?rak?	1	13
sa?g?ti?	1	8
sa?g?tin	1	8
sa?g?to	1	7
sa?go	3	5
sa?gop?petv?	1	12
sa?gopetv?	1	10
sa?gu?he	1	8
sa?h	6	4
sa?ha	1	5
samhakass?	1	10
sa?ha?	1	6
sa?hananato	1	11
samh?ni	1	7
sa?h?ni	13	7
sa?h?n?	1	7
sa?hanti	4	8
sa?hant?	1	8
samhanto	1	8
sa?h?pi	1	7
sa?h?rak?	1	9
sa?h?rako	3	9
sa?har?ma	1	9
sa?haram?nassa	1	14
sa?har?ni	1	9
sa?harant?	1	10
sa?harantena	4	12
sa?haranti	3	10
Sa?harantu	1	10
sa?harantu	1	10
sa?har?penti	1	12
sa?har?pent?	1	12
sa?har?pent?ti	1	14
sa?har?pentiy?	1	14
sa?har?pessanti	2	15
sa?har?pessant?ti	1	17
sa?har?pesu?	1	12
sa?har?petabba?	1	15
sa?har?peti	3	11
sa?har?petun	1	12
sa?har?petv?	3	12
sa?har?peyya	2	12
sa?har?peyy?	1	12
sa?haratha	1	10
sa?harati	1	9
sa?harat?	1	9
s??harati	1	9
sa?harat?ti	2	11
sa?haratu	1	9
sa?hare	3	7
samhareti	1	9
sa?hareti	2	9
sa?h?retv?	1	10
sa?hareyya	15	10
sa?hari	2	7
sa?harimha	1	10
sa?hari?h?	1	10
sa?hari?su	1	10
sa?harissat?ti	1	14
sa?haritabba?	8	13
sa?harite	1	9
sa?haritun	2	10
sa?haritv?	41	10
sa?haritv?na	2	12
sa?hariyant?	1	12
sa?hariyati	8	11
sa?hariyat?	9	11
sa?hariyyati	1	12
sa?hariyyat?	2	12
sa?h?ro	1	7
sa?hasanti?	7	11
sa?hatañca	1	10
sa?hatisa	1	9
sa?ha?o	2	7
sa?ha??halomo	1	13
sa?hayitv?na	1	12
sa?hena	1	7
Samhi	1	5
samhi	10	5
sa?hi	1	5
s?mhi	1	5
sa?h?na	1	7
sa?h?r?mi	1	9
sa?hirati	2	9
sa?h?rati	18	9
sa?h?ro	3	7
sa?hit?	8	7
samhita?	1	8
sa?hita?	25	8
sa?hitan	1	8
sa?hit?ya	1	9
sa?hitena	2	9
sa?hito	1	7
sami	17	4
S?mi	28	4
s?mi	180	4
s?m?	19	4
s?miatthe	1	9
samicchati	1	10
sam?ci	1	6
s?mici	2	6
s?m?ci	29	6
s?m?c?	2	6
s?m?cikamma	1	11
s?m?cikamma?	24	12
s?m?cikamman	7	12
s?micikamm?ni	1	13
s?m?ci?	1	7
s?m?cin?ti	1	10
s?m?cipa?ikkhepo	1	16
s?m?cipa?ipada?	3	15
s?m?cipa?ipann?	10	15
sam?cipa?ipanno	1	15
s?m?cipa?ipanno	26	15
s?m?cipa?ipa??o	1	15
s?m?cippa?ipanno	1	16
s?micitabba	1	11
s?m?c?ti	10	8
s?m?ciyo	4	8
S?midatto	2	9
Samiddh	1	7
samiddh?	5	8
samiddhagharam	1	14
samiddha?	4	9
samiddh?ni	2	10
samiddhe	4	8
samiddhena	2	10
Samiddhi	70	8
samiddhi	11	8
Samiddhij?taka	2	14
Samiddhij?taka?	1	15
Samiddhim	2	9
samiddhim	2	9
Samiddhi?	5	9
Samiddhin?	5	10
samiddhina?	1	11
Samiddhin?ti	1	12
Samiddhissa	7	11
Samiddhithera?	1	14
Samiddh?ti	2	10
samiddhiyuttesu	1	15
Samiddho	1	8
samiddho	8	8
samidhi	1	7
samidhosi	1	9
sam?h?mi	2	8
sam?hati	1	8
s?mihatthe	1	10
samihita?	13	9
sam?hita?	2	9
samiho	1	6
samijhasi	1	9
samijhati	1	9
samijjha	1	8
samijjhan?	8	10
samijjhatha	1	11
samijjhati	34	10
Samijjhat?	1	10
samijjhat?	2	10
samijjhat?ti	6	12
samijjhatu	9	10
samijjhat?	1	10
samijjheyyu?	2	12
samijjhi	1	8
samijjhi?su	2	11
samijjhissati	2	13
samijjhissat?ti	1	15
samijjhittha	1	12
samijjhi??ho	2	12
samijjitu?	1	10
s?mik?	49	6
s?mikacch?dana?	2	15
s?mik?dayo	1	10
s?mikam	12	7
s?mika?	82	7
s?mikamhi	1	9
s?mikan	1	7
s?mikañ	4	7
samik?nam	1	9
s?mik?na?	18	9
sam?k?ro	1	8
s?mikasa	1	8
s?mikasadiso	1	12
s?mikass	1	8
S?mikassa	1	9
s?mikassa	53	9
s?mikato	1	8
s?mikavatt?d?nam	1	16
s?mikavatta?	1	12
s?mikavattasassuvatt?d?ni	1	25
s?mike	44	6
s?mikehi	5	8
s?mikeh?	1	8
s?mikeh?ti	1	10
s?mikena	21	8
s?miken?	2	8
s?miken?pi	1	10
s?mikeñceti	1	11
S?miko	7	6
s?miko	95	6
s?mi?	2	5
samime	1	6
samimh?	1	7
sami?su	25	7
s?min?	2	6
samiñc	1	6
samiñcaye	1	9
samiñceti	1	9
samiñcite	1	9
s?min?	6	6
samiñj	1	6
samiñjana	1	9
samiñjanapas?ra?a?	1	18
samiñjanti	1	10
samiñjaye	1	9
samiñjenta?	1	11
samiñjeñta?	1	11
samiñjeti	1	9
samiñjeyya	6	10
samiñjitabba?	1	13
samiñjita?	7	10
samiñjite	5	9
S?mino	1	6
s?mino	14	6
sam?pa	5	6
s?mip?dam?le	1	12
s?mip?de	1	8
sam?pa?	4	7
s?miparibhogavasena	1	19
s?miparibhogo	1	13
sam?pe	21	6
s?miputtassa	1	12
sam?rati	5	8
sam?rit?	1	8
sam?rita?	1	9
samis?	1	6
S?mis?	1	6
s?mis?	16	6
S?misa?	6	7
s?misa?	42	7
s?misan	21	7
S?misañ	2	7
s?misena	14	8
s?miso	7	6
samiss?mi	1	9
samissanti	1	10
samissati	4	9
Samita	1	6
samita	1	6
samit?	19	6
samitab?hitap?p?na?	1	19
samitakav	1	9
samitam	1	7
samita?	55	7
samitamh?	1	9
Samita?nandano	1	14
samitan	1	7
samitap?pab?hitap?pasama?abr?hma?ena	1	36
samitap?pab?hitap?pe	1	20
samitap?pasama?o	1	16
samitap?pat?ya	3	14
samitap?pe	1	10
samitap?pena	1	12
samit?ro	1	8
sam?t?ro	3	8
samitassa	1	9
samitatt?	16	9
Samit?vi	1	8
samit?v?	4	8
samit?viñatv?	1	13
Samit?vino	1	10
samit?	1	6
Sam?ti	3	6
sam?ti	2	6
s?miti	1	6
s?m?ti	86	6
Samitigutto	2	11
samitim	1	7
samiti?	27	7
sam?tin	1	7
s?m?tind	1	8
Samito	1	6
samito	3	6
samitoti	1	8
s?mitovod?nañ	1	13
samitt?macco	1	12
samitte	1	7
s?mi??h?nika?	1	13
samitto	2	7
s?mivacana?	4	11
s?mivacanatthe	1	14
s?miy?ci	1	8
s?miya?	3	7
samiy?yam?n?	1	12
s?miyo	2	6
sa?j?	2	5
sa?j?nanti	1	10
sa?j?nant?	1	10
sa?j?nanto	2	10
sa?j?n?ti	1	9
sa?j?ni?su	1	10
sa?j?niss?m?ti	1	14
sa?j?nissant?ti	1	15
sa?j?nissat?	2	12
sa?j?nitv?	3	10
sa?j?ta	2	7
sa?j?ta?	1	8
sa?j?te	1	7
sa?jinna	1	8
sa?k	1	4
sa?ka	3	5
sa?kaccha	1	9
sa?kacchik?	1	11
sa?kacchika?	2	12
sa?kacchikan	1	12
sa?ka??hanti	1	12
sa?ka??hanto	2	12
sa?ka??hati	1	11
sa?ka??hetv?	1	12
sa?kaddhi	1	9
sa?ka??hita?	1	12
sa?ka??hitu?	1	12
sa?ka??hitv?	24	12
sa?kalika?	1	10
sa?kalita?	3	10
sa?kalo	1	7
samkam	1	6
sa?kam	1	6
sa?kama	1	7
sa?kam?	2	7
sa?kama?	4	8
sa?kamam?g	1	10
sa?kamam?gamm?	1	14
sa?kama?k?tuk?me	1	16
sa?kama??	1	9
sa?kaman?y?	1	11
sa?kamaniya?	2	12
sa?kam?no	3	9
sa?kamanti	6	10
sa?kamasi	1	9
sa?k?masi	1	9
sa?kamati	7	9
sa?kamat?ti	18	11
sa?kamato	1	9
sa?k?mesi	1	9
sa?k?mess?mi	1	12
sa?k?meti	15	9
sa?k?metv?	2	10
sa?kami	6	7
sa?kamitu?	2	10
sa?kamma	1	8
sa?kamm?gamma	1	13
sa?kamm?gamm?	1	13
sa?kamo	1	7
sa?kampati	18	10
samkampessati	3	13
sa?kampessati	1	13
sa?kampeti	2	10
samkampeyya	3	11
sa?kampeyya	8	11
sa?kampi	6	8
sa?k?na?	1	8
sa?kant?	2	8
sa?kantati	1	10
sa?kante	2	8
sa?kanteyya	1	11
sa?kantitv?	1	11
sa?kanto	5	8
sa?k?payissanti	4	15
sa?kapessati	1	12
sa?kapp	2	7
sa?kappa	2	8
sa?kapp?	15	8
sa?kappacariy?ya	2	16
sa?kappagamanena	1	16
Sa?kappaj?taka	3	14
Sa?kappaj?taka?	1	15
Sa?kappaj?tak?ni	1	16
Sa?kappam	1	9
sa?kappam	5	9
sa?kappa?	15	9
sa?kapp?na?	8	11
Sa?kappar?gadhotena	1	19
Sa?kappar?gadhoten?	1	19
sa?kappar?gadhoten?	1	19
Sa?kappar?go	2	12
sa?kappar?go	4	12
sa?kappasaratejita?	1	19
sa?kappassa	3	11
sa?kappati	3	10
sa?kappatilamu??hiñca	1	21
SA?KAPPAVAGGA	1	13
Sa?kappavagga	24	13
Sa?k?ppavagga	1	13
Sa?kappavaggo	1	13
sa?kappayatt?ya	1	15
sa?kappayiss?mi	2	15
sa?kappayitv?	1	13
Sa?kappehi	4	10
sa?kappehi	1	10
sa?kappena	1	10
sa?kappento	2	11
sa?kappesi	1	10
sa?kappeti	7	10
samkappeyya	1	11
sa?kappissati	1	13
sa?kappo	46	8
sa?kara	1	7
sa?kar?	1	7
sa?k?ra	2	7
sa?k?rabh?tesu	1	14
sa?k?r?dh?napis?c?	1	18
sa?k?radh?nasmi?	1	16
sa?k?rak???	2	11
sa?k?raku?e	1	11
sa?k?rak??e	2	11
sa?kara?	1	8
sa?k?ram	2	8
sa?k?ra?	10	8
sa?karan	1	8
sa?k?rañ	2	8
sa?k?rapuñj?	1	12
sa?k?ra?h?ne	1	12
sa?karatt?	1	10
sa?k?ra??h?	1	11
sa?k?ra??h?ne	5	13
sa?k?ra??he	1	11
sa?k?re	1	7
sa?karitv?	1	10
sa?karoti	1	9
Sa?k?sa?	1	8
sa?k?san?	3	9
sa?kas?yati	1	11
Sa?kass?	1	8
Sa?kassa?	4	9
Sa?kassanagaradv?re	4	19
Sa?kassanagara?	1	15
Sa?kassanagare	3	14
sa?kassara?	2	11
sa?k?ta?	1	8
sa?kat?yati	1	11
sa?kate	3	7
sa?kati	3	7
sa?k?ya	2	7
sa?k?yantiyo	1	12
sa?kbo	1	6
sa?ke	3	5
sa?ke??yati	2	11
sa?ketakamma?	4	13
sa?ketam	2	8
sa?keta?	18	8
sa?kete	2	7
sa?ketena	4	9
Sa?keth	2	7
Sa?keyya	1	8
sa?kh	3	5
Sa?kha	4	6
sa?kha	3	6
Sa?kh?	1	6
sa?kh?	16	6
Sa?khabr?hma?ak?le	1	18
Sa?khabr?hma?a?	1	15
Sa?khabr?hma?o	1	14
sa?kh?dati	1	10
sa?khadhamakakule	1	17
sa?khadhamake	1	13
Sa?khadhamanaj?taka	1	19
Sa?khadhamanaj?taka?	1	20
sa?khadhamanakammena	1	20
sa?kh?ditv?	12	11
sa?kh?gat?	1	10
Sa?khaj?taka	5	12
Sa?khaj?taka?	1	13
sa?khalikabandhan?g?rassa	1	25
sa?khalikabandhan?ni	1	20
sa?khalikabandhanena	8	20
sa?khalik?hi	3	12
sa?khalik?pi	3	12
sa?khalikasa?kh?ta?	1	19
sa?khalikhita?	5	14
sa?khalita?	1	11
sa?khalitan	1	11
Sa?kha?	1	7
sa?kha?	90	7
sa?kha?gat?	1	11
sa?khamu??akam	1	14
sa?khamu??ikam	1	14
sa?khamutt?	2	11
sa?khan	3	7
sa?kh?nabandho	1	14
sa?kh?na?	2	9
sa?kh?ne	1	8
Sa?khap?la	1	10
Sa?khap?ladahato	1	16
Sa?khap?ladhammadesan?ya	1	24
Sa?khap?laj?taka	9	16
Sa?kh?p?laj?taka?	1	17
Sa?khap?laj?take	1	16
Sa?khap?lan?gar?j?	2	18
Sa?khap?lan?gar?j?na?	1	21
Sa?khap?lan?garañño	1	19
Sa?khap?lan?gassa	1	17
Sa?khap?lar?j?	1	14
Sa?khap?lo	9	10
sa?khapa?av?	1	12
sa?kh?pa?avade??im?	1	19
Sa?kh?ra	6	8
sa?kh?ra	12	8
Sa?kh?r?	5	8
sa?kh?r?	300	8
sa?kh?radh?tu	1	13
sa?kh?radh?tur?gavinibandhañ	1	28
sa?kh?radh?tuy?	1	15
sa?kh?radukkham	1	15
sa?kh?radukkhat?	1	16
sa?kh?radukkhena	2	16
sa?kh?ragata?	14	13
sa?kh?rahetuka?	1	15
sa?kh?rakkhadhapariy?panno	1	26
Sa?kh?rakkhandhaga?ana?	1	23
sa?kh?rakkhandhaga?ana?	1	23
sa?kh?rakkhandhapariy?pann?	25	27
sa?kh?rakkhandhapariy?panna?	6	28
Sa?kh?rakkhandhapariy?pannan	4	28
sa?kh?rakkhandhapariy?pannan	2	28
Sa?kh?rakkhandhapariy?panno	4	27
sa?kh?rakkhandhapariy?panno	19	27
Sa?kharakkhandhassa	1	19
Sa?kh?rakkhandhassa	3	19
sa?kh?rakkhandhassa	2	19
Sa?kh?rakkhandhena	8	18
sa?kh?rakkhandhena	5	18
Sa?kh?rakkhandho	33	16
sa?kh?rakkhandho	9	16
Sa?kh?rakkhando	1	15
sa?kh?raloko	2	12
sa?kh?ram	1	9
sa?kh?ra?	19	9
sa?kh?ramattena	1	15
sa?kh?r?na?	34	11
sa?kh?r?nan	1	11
sa?kh?ranirodh?	3	15
sa?kh?ranirodhañ??akusalo	1	25
sa?kh?ranirodho	7	15
sa?kh?ra?irodho	1	15
sa?kharanti	1	11
Sa?kh?rapaccay?	5	15
sa?kh?rapaccay?	16	15
sa?kh?rapadh?n?	1	15
sa?kh?rappadh?n?	6	16
sa?kh?rappati??ha?	2	18
sa?kh?r?ramma?a?	2	16
sa?kh?rasamann?gata?	1	20
sa?kh?rasamatho	1	15
sa?kh?rasampayutta?	1	19
sa?kh?rasantati?	1	16
sa?kh?rasukhato	1	15
sa?kh?rat?	2	10
sa?kh?ra??hitik?	1	16
sa?kh?ravanta?	2	14
sa?kh?rav?ritavato	1	18
sa?kh?r?v?sesam?pattipattabyan	1	30
sa?kh?r?vasesasam?pattipattabba?	1	32
sa?khare	1	8
Sa?kh?re	4	8
sa?kh?re	45	8
sa?kh?rehi	4	10
sa?kh?rena	10	10
sa?kh?resu	15	10
sa?kharitv?	3	11
Sa?kharitv?na	1	13
sa?kh?ro	10	8
sa?kh?ru	1	8
sa?kh?r?p?d?na	3	14
sa?kh?rup?d?nakkhandho	1	22
sa?kh?r?p?d?nakkhandho	4	22
sa?kh?r?papatti?	1	16
sa?kh?r?papattisutta?	1	21
sa?kh?r?pasama?	3	15
sa?kh?rupaya?	1	13
Sa?kh?r?p?ya?	1	13
Sa?kh?ruppatti?	1	15
SA?KH?RUPPATTISUTTA?	4	20
sa?khasaddena	2	13
Sa?khase??hi	2	12
Sa?khase??hi?	2	13
Sa?khase??hin?	1	14
Sa?khase??hissa	2	15
Sa?khase??hiss?pi	1	17
Sa?khase??h?ti	1	14
sa?khasev?lapa?akan	1	19
sa?khasil?pav??amaya?	1	21
SA?KHATA	2	8
sa?khata	1	8
Sa?khat?	5	8
sa?khat?	29	8
sa?kh?ta	3	8
sa?kh?t?	77	8
sa?khatadhamm?	1	14
sa?khatadhamm?na?	1	17
sa?khatadhamm?se	1	16
sa?kh?tadhamm?se	1	16
sa?kh?tadhammo	1	14
Samkhataduka	1	12
sa?kh?taj?t?mara?o	1	18
sa?kh?taj?t?mara?ohamasm?ti	1	27
sa?khatalakkha??ni	1	18
sa?khatam	5	9
Sa?khata?	3	9
sa?khata?	37	9
sa?kh?tam	1	9
sa?kh?ta?	21	9
sa?kh?ta??d?tu?	1	15
sa?khatan	14	9
Sa?khatañ	3	9
sa?khat?na?	1	11
sa?khat?sa?khatadhamme	1	22
sa?khatassa	1	11
sa?kh?t?ta?	1	11
sa?khatato	2	10
sa?kh?tattho	1	12
sa?khati	1	8
sa?kh?ti	1	8
sa?khato	44	8
sa?kh?to	8	8
sa?kh?ttho	1	10
sa?kh?tu?	5	9
sa?khavar?papann?	2	17
sa?kh?y	12	7
sa?khay?	1	8
Sa?kh?ya	2	8
sa?kh?ya	6	8
sa?khaye	3	8
sa?khe	2	6
sa?khehi	1	8
sa?khena	1	8
sa?khepa?	2	9
sa?khep?nuparodh?	1	17
sa?khep?nuparodh?ya	1	19
sa?khepato	3	10
sa?khepattho	17	12
sa?khepe	1	8
sa?khepeti	1	10
sa?khepo	10	8
sa?kheyyak?ro	2	13
Sa?kheyyake	4	11
sa?khipam?n?	1	12
sa?khipitv?	2	11
sa?khippatara?	1	14
sa?khitena	1	10
sa?khiti	3	8
sa?khitta	1	9
sa?khitt?	8	9
samkhitta?	1	10
Sa?khittam	1	10
Sa?khitta?	7	10
sa?khitta?	221	10
sa?khittamajjh?	1	15
sa?khittañ	1	10
Sa?khittar?pena	1	15
sa?khittavitth?rena	1	19
sa?khitt?ya	1	11
Sa?khitte	1	9
sa?khitte	2	9
Sa?khittena	1	11
sa?khittena	170	11
Sa?khitto	1	9
Sa?kho	3	6
sa?kho	2	6
sa?khobha?	2	10
sa?khobhetv?	4	12
sa?khubhati	1	11
sa?khubhi	6	9
sa?khubhita?	4	12
sa?khubhito	2	11
sa?khubhitv?	6	12
sa?khumbhiti	1	12
sa?khy?	1	7
sa?khya?	2	8
sa?ki	1	5
sa?k?	1	5
Sa?kicc	1	7
Sa?kiccaj?taka	9	14
Sa?kiccaj?taka?	1	15
Sa?kiccakum?ro	2	14
Sa?kiccam	1	9
Sa?kicca?	1	9
Sa?kiccapa??ito	2	15
Sa?kiccas?ma?eravatthun?	1	24
Sa?kiccat?pasassa	1	17
Sa?kiccathero	2	13
Sa?kiccho	1	9
Sa?kiccij?taka	1	14
Sa?kicco	2	8
sa?k??ante	1	10
sa?k??anti	1	10
sa?k??ati	2	9
sa?kila??hama??	1	15
sa?ki??yati	1	11
Sa?kilesa	1	9
sa?kilesa	1	9
Sa?kiles?	1	9
sa?kiles?	1	9
sa?kilesadhamma?	1	16
sa?kilesak?le	1	13
sa?kilesa?	41	10
sa?kilesassa	1	12
sa?kiles?ya	8	11
sa?kiles?y?	1	11
sa?kilese	1	9
sa?kilesehi	1	11
sa?kilesekehi	1	13
sa?kilesesun	1	12
sa?kilesika	1	11
Sa?kilesik?	9	11
sa?kilesik?	33	11
sa?kilesikadhammato	2	19
sa?kilesikam	1	12
sa?kilesika?	6	12
sa?kilesikan	5	12
sa?kilesik?ni	1	13
